circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,APARNA NALLAGANDLA,DOMESTIC,1,730,729.0,169777,4630.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,BAPU NAGAR LINGAMPALLY,DOMESTIC,1,1190,1153.0,165770,1708.54
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,BASTHI DAWAKHANA NEHRU NAGAR,DOMESTIC,1,649,649.0,88783,636.88
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,DAIMOND HEIGHTS,DOMESTIC,1,964,960.0,180581,4037.23
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,"JVG HILLS,CENTRAL PARK",DOMESTIC,1,2851,2800.0,561425,13772.56
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,KONDAPUR,DOMESTIC,1,39,1.0,231,94.3
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,MASEED BANDA,DOMESTIC,1,2747,2554.0,478097,9024.88
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,MASEEDBANDA-2,DOMESTIC,1,2628,2582.0,585240,11997.24
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SIDDIQNAGAR2,DOMESTIC,1,2055,2050.0,350029,3634.84
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SIDDIQUE NAGAR,DOMESTIC,1,2130,1998.0,335214,3495.56
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SRIRAM NAGAR & JVG CT METERS,DOMESTIC,1,109,108.0,196732,2399.0
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SRIRAM NAGAR - A BLOCK,DOMESTIC,1,4320,4194.0,624693,9895.63
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,DUBE COLONY,DOMESTIC,1,1536,1531.0,264873,5275.12
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,G LAMBADI TANDA,DOMESTIC,1,2547,2213.0,370116,6173.7
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GOPANPALLY,DOMESTIC,1,1690,1592.0,222524,3723.34
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,"GOVT,SERVICES",DOMESTIC,1,117,,0,92.46
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOHAR & DUBE COLONY,DOMESTIC,1,2342,2307.0,333928,5526.83
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOUR DOUBLE BED ROOM HOUSES,DOMESTIC,1,220,220.0,20351,592.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,HV G.L.THANDA,DOMESTIC,1,15,15.0,72273,548.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,HV GOPANPALLY,DOMESTIC,1,14,14.0,55116,380.0
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SRIRAM NAGAR B BLOCK,DOMESTIC,1,3117,2961.0,547782,11004.24
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SRIRAM NAGAR C BLOCK,DOMESTIC,1,2913,2871.0,517646,10666.5
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,SRIRAM NAGAR C BLOCK-2,DOMESTIC,1,1585,1585.0,312063,6067.0
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,WHITE FEILDS,DOMESTIC,1,2280,2241.0,646996,10867.56
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,15 TH PHASE,DOMESTIC,1,902,898.0,160879,3611.4
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,7TH PHASE CT METERS,DOMESTIC,1,19,12.0,47046,801.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,AMBEDKHAR NAGAR,DOMESTIC,1,150,143.0,9638,236.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,KANCHI GACHIBOWLI,DOMESTIC,1,1464,1450.0,280550,6474.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,LAXMI VIHAR,DOMESTIC,1,419,409.0,86208,1548.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,MANJEERA,DOMESTIC,1,1067,1064.0,219286,5615.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALAGANDLA_HUDA SIDE,DOMESTIC,1,2464,2437.0,483292,11012.5
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGADLA HV,DOMESTIC,1,32,25.0,68422,770.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGANDLA,DOMESTIC,1,959,949.0,156360,3515.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGANDLA_VILLAGE,DOMESTIC,1,1940,1820.0,277160,3981.36
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NEHRU NAGAR LINGAMPALLY,DOMESTIC,1,1767,1636.0,211483,2077.49
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NETHAGI NAGAR,DOMESTIC,1,2057,1979.0,304175,5097.24
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,ANJANEYA  NAGAR,DOMESTIC,1,2951,2915.0,624199,11637.2
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJI NAGAR,DOMESTIC,1,3222,3204.0,460268,6841.46
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJI NAGAR ,DOMESTIC,1,2072,2043.0,305649,3922.73
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJINAGAR,DOMESTIC,1,11,10.0,17010,135.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJINAGAR CT METERS,DOMESTIC,1,1,1.0,2223,28.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,EMAMI CONSTRUCTIONS,DOMESTIC,1,574,574.0,130422,3218.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,HABEEB NAGAR,DOMESTIC,1,1250,1234.0,160666,1883.81
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,INDU FORTUNE FIELDS,DOMESTIC,1,967,966.0,246176,6674.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,INDU PROJECTS,DOMESTIC,1,311,311.0,154006,2651.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NON CT NALLAGANDLA,DOMESTIC,1,60,51.0,41853,575.46
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NTR NAGAR,DOMESTIC,1,1491,1301.0,187402,2408.64
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,RDB HYD INFRASRTUCTURE PVT LTD,DOMESTIC,1,285,285.0,40132,1442.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,SAI RAM COLONY,DOMESTIC,1,2274,2266.0,432372,10960.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,STREETLIGHTS,DOMESTIC,1,2,2.0,2123,10.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,TAJ NAGAR,DOMESTIC,1,873,854.0,124086,1768.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR, CHANDA NAGAR HV NON-CT,DOMESTIC,1,30,30.0,9602,202.24
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDA NAGAR(SOUTH),DOMESTIC,1,2173,2123.0,305280,3676.82
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDANAGAR MAIN ROAD,DOMESTIC,1,1133,1126.0,168863,1840.83
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MAHALINGAPURAM,DOMESTIC,1,1096,951.0,83198,812.73
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MANCHERLA GUDA,DOMESTIC,1,24,19.0,1303,12.86
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MASANI GUDA,DOMESTIC,1,293,262.0,22364,392.81
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,OLD SHANKER PALLY,DOMESTIC,1,295,241.0,21731,257.52
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,PARVEDA,DOMESTIC,1,688,607.0,47478,726.11
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,RAMANTHA PUR,DOMESTIC,1,279,249.0,24767,219.52
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),BEEROL,DOMESTIC,1,387,275.0,16602,128.06
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),CHENGON PALLY,DOMESTIC,1,800,609.0,43216,298.12
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),EDIGONI PALLY,DOMESTIC,1,200,151.0,6219,97.24
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),ERRAVALLY,DOMESTIC,1,276,227.0,13757,122.3
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),GAURAM GADDA,DOMESTIC,1,184,160.0,8504,61.74
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),GON PAD,DOMESTIC,1,701,545.0,37770,283.66
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),TELEGON PALLY,DOMESTIC,1,230,202.0,13057,91.14
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),TURUKONI PALLY,DOMESTIC,1,115,92.0,7205,73.56
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),VEERA PURAM,DOMESTIC,1,433,330.0,23571,142.27
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),,DOMESTIC,1,1,,0,0.24
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),2ND RAILWAY GATE,DOMESTIC,1,1240,1162.0,135938,1532.85
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),AGRAHARAM,DOMESTIC,1,245,193.0,15889,93.05
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),AGRAHARAM ROAD,DOMESTIC,1,128,126.0,14830,227.28
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,BASWAPUR,DOMESTIC,1,215,157.0,10862,57.86
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,BONKUR,DOMESTIC,1,627,515.0,37089,221.14
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,BYRAPUR,DOMESTIC,1,416,313.0,23350,138.58
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,CHINNA AMDALPAD,DOMESTIC,1,251,104.0,6400,71.9
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,ITIKYAL PAD,DOMESTIC,1,404,300.0,21286,184.59
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,KALGOTLA,DOMESTIC,1,387,300.0,26320,130.45
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),GUNTI PALLY,DOMESTIC,1,290,234.0,11616,106.5
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),JANGAMPALLY,DOMESTIC,1,81,64.0,3416,30.86
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),JILLED BANDA,DOMESTIC,1,58,49.0,3184,33.28
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),KAKULARAM,DOMESTIC,1,328,229.0,17011,131.06
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),KONDA PALLY,DOMESTIC,1,754,587.0,33595,245.78
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),KOTHAPALLY,DOMESTIC,1,488,382.0,22265,202.01
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),KURVA PALLY,DOMESTIC,1,358,310.0,22056,175.62
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),AYYAPPA SWAMI TEMPLE,DOMESTIC,1,784,724.0,85292,744.07
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),B.C COLONY,DOMESTIC,1,1494,1455.0,133872,1225.54
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),CHENUGONI PALLY ROAD,DOMESTIC,1,520,504.0,55723,518.58
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),CHINTHALA PETA,DOMESTIC,1,922,880.0,75824,583.71
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),DOUDER PALLY,DOMESTIC,1,1129,1037.0,82233,795.07
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),EDAMMA TEMPLE,DOMESTIC,1,106,88.0,8848,87.28
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),GADWAL,DOMESTIC,1,1149,1083.0,119525,995.19
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,KANCHIPAD,DOMESTIC,1,440,329.0,22291,160.14
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,MARAMUMAGALA,DOMESTIC,1,551,443.0,29693,172.06
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,MINIPAD,DOMESTIC,1,327,266.0,19220,155.36
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,PRAGATOOR,DOMESTIC,1,421,332.0,21216,133.96
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,PULLUR,DOMESTIC,1,1162,999.0,80415,407.88
GADWAL,GADWAL,IEEZA,IEEZA,DEVABANDA,DOMESTIC,1,105,89.0,3086,34.41
GADWAL,GADWAL,IEEZA,IEEZA,EDIGON PALLY,DOMESTIC,1,283,209.0,11963,110.24
GADWAL,GADWAL,IEEZA,IEEZA,EKLASPUR,DOMESTIC,1,415,306.0,22009,148.32
GADWAL,GADWAL,IEEZA,IEEZA,GUDDIDODDY,DOMESTIC,1,235,197.0,11138,75.14
GADWAL,GADWAL,IEEZA,IEEZA,IEEZA,DOMESTIC,1,7680,6422.0,546327,4568.73
GADWAL,GADWAL,IEEZA,IEEZA,KESHARAM,DOMESTIC,1,295,207.0,9689,87.19
GADWAL,GADWAL,IEEZA,IEEZA,KISANAGAR,DOMESTIC,1,34,16.0,431,14.34
GADWAL,GADWAL,IEEZA,IEEZA,KISTAPUR,DOMESTIC,1,167,140.0,7907,47.7
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),GADWAL TOWN,DOMESTIC,1,36,35.0,10346,304.0
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),GANDI CHOWK,DOMESTIC,1,632,578.0,53602,442.43
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),GANJIPETA ,DOMESTIC,1,497,440.0,34171,271.55
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),KRISHNA REDDY BANGLA,DOMESTIC,1,527,498.0,44200,401.2
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),KUNTA VEDHI,DOMESTIC,1,1603,1548.0,150921,1286.33
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),L.B COLONY,DOMESTIC,1,1281,1223.0,133118,1265.03
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),M.R.O OFFICE,DOMESTIC,1,1462,1245.0,154637,2065.83
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),OLD HB COLONY,DOMESTIC,1,1413,1376.0,150637,1287.27
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),RAGAVENDRA COLONY,DOMESTIC,1,689,657.0,65591,629.08
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,SHAREPALLY,DOMESTIC,1,206,160.0,12361,81.78
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,SRIRAMNAGAR,DOMESTIC,1,68,52.0,3367,16.5
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,TAKKASILA,DOMESTIC,1,853,690.0,46534,247.86
GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,UNDAVALLY,DOMESTIC,1,1851,1367.0,99028,867.95
GADWAL,GADWAL,GADWAL,DHAROOR,ALWAL PAD,DOMESTIC,1,422,336.0,18175,132.52
GADWAL,GADWAL,IEEZA,IEEZA,KOTHAPALLY,DOMESTIC,1,262,204.0,7852,122.94
GADWAL,GADWAL,IEEZA,IEEZA,KUDUKNOOR,DOMESTIC,1,161,128.0,4453,38.38
GADWAL,GADWAL,IEEZA,IEEZA,MEDIKONDA,DOMESTIC,1,974,681.0,34751,363.29
GADWAL,GADWAL,IEEZA,IEEZA,MUGAVANIPALLY,DOMESTIC,1,82,49.0,-1322,47.8
GADWAL,GADWAL,IEEZA,IEEZA,NEW KURVAPALLY,DOMESTIC,1,113,101.0,4553,35.69
GADWAL,GADWAL,IEEZA,IEEZA,NOUROJI CAMP,DOMESTIC,1,131,91.0,5767,41.58
GADWAL,GADWAL,IEEZA,IEEZA,PARDIPOOR,DOMESTIC,1,351,259.0,17305,142.41
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),RAICHUR ROAD,DOMESTIC,1,1336,1269.0,137193,1010.78
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),RAJEEV MARG,DOMESTIC,1,326,289.0,27735,258.28
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),REVENUE COLONY,DOMESTIC,1,1398,1316.0,163609,2073.46
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),RTC PETROL PUMP,DOMESTIC,1,194,174.0,17579,208.17
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),SAI KURPA HOSPTIAL,DOMESTIC,1,62,62.0,6357,61.7
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),SAMBARALA CHOWRASTA,DOMESTIC,1,1,1.0,30,2.0
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),SHERELLI VEEDHI,DOMESTIC,1,1469,1366.0,128961,1067.31
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),SUNKULAMMA AVVA TEMPLE,DOMESTIC,1,1125,1070.0,95230,998.9
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),TELUGUPETA,DOMESTIC,1,435,400.0,35673,275.08
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),TOWN ZAMCHED,DOMESTIC,1,693,682.0,73592,364.86
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),VADDLA VEEDHI,DOMESTIC,1,399,378.0,29315,237.64
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),VENKATAM PALLY,DOMESTIC,1,113,89.0,5703,45.26
GADWAL,GADWAL,IEEZA,IEEZA,PULLIKAL,DOMESTIC,1,786,478.0,21528,227.1
GADWAL,GADWAL,IEEZA,IEEZA,RAJAPUR,DOMESTIC,1,326,245.0,12168,111.96
GADWAL,GADWAL,IEEZA,IEEZA,SANKAPOOR,DOMESTIC,1,326,243.0,18779,132.62
GADWAL,GADWAL,IEEZA,IEEZA,SINDANOOR,DOMESTIC,1,433,347.0,18237,132.82
GADWAL,GADWAL,IEEZA,IEEZA,THOTINON DODDI,DOMESTIC,1,425,358.0,17739,133.12
GADWAL,GADWAL,IEEZA,IEEZA,THUPATRALA,DOMESTIC,1,315,255.0,13876,122.66
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),VENU COLONY,DOMESTIC,1,1660,1515.0,166734,2243.27
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),YANKAMPET,DOMESTIC,1,218,174.0,13634,123.28
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),ZAM CHED,DOMESTIC,1,4,4.0,935,25.0
GADWAL,GADWAL,GADWAL,GADWAL(TOWN),ZAMCHED,DOMESTIC,1,1955,1674.0,161970,1686.16
GADWAL,GADWAL,GADWAL,KT DODDI,CHETLA MALLAPUR,DOMESTIC,1,55,15.0,563,14.16
GADWAL,GADWAL,GADWAL,KT DODDI,CHINTALKUNTA,DOMESTIC,1,556,447.0,23993,171.96
GADWAL,GADWAL,GADWAL,KT DODDI,EARLA BANDA,DOMESTIC,1,154,120.0,6190,59.72
GADWAL,GADWAL,IEEZA,IEEZA,TUMU KUNTA,DOMESTIC,1,421,312.0,16447,170.11
GADWAL,GADWAL,IEEZA,IEEZA,UPPAL,DOMESTIC,1,1109,769.0,39670,340.88
GADWAL,GADWAL,IEEZA,IEEZA,UTTANOOR,DOMESTIC,1,528,395.0,25481,175.77
GADWAL,GADWAL,IEEZA,IEEZA,VENISOMPUR,DOMESTIC,1,151,109.0,5181,55.68
GADWAL,GADWAL,IEEZA,IEEZA,VENKATAPUR (IEEZ),DOMESTIC,1,347,276.0,17202,134.87
GADWAL,GADWAL,IEEZA,IEEZA,YAPADINNE,DOMESTIC,1,300,231.0,12236,95.26
GADWAL,GADWAL,IEEZA,IEEZA,ZADDODDY,DOMESTIC,1,160,115.0,6922,49.94
GADWAL,GADWAL,GADWAL,KT DODDI,ERKICHED,DOMESTIC,1,447,337.0,17069,142.0
GADWAL,GADWAL,GADWAL,KT DODDI,GAGAN PALLY,DOMESTIC,1,275,228.0,11655,100.68
GADWAL,GADWAL,GADWAL,KT DODDI,GOVAL DINNE,DOMESTIC,1,259,227.0,10708,106.42
GADWAL,GADWAL,GADWAL,KT DODDI,KALTHIMAN DODDY,DOMESTIC,1,501,450.0,20550,168.54
GADWAL,GADWAL,GADWAL,KT DODDI,KONDAPOOR,DOMESTIC,1,1,1.0,145,15.0
GADWAL,GADWAL,GADWAL,KT DODDI,KONDAPUR,DOMESTIC,1,585,478.0,31698,207.76
GADWAL,GADWAL,GADWAL,KT DODDI,KUNCHINERLA,DOMESTIC,1,548,432.0,21309,155.19
GADWAL,GADWAL,IEEZA,MALDAKAL,ADIRAVAL CHERU,DOMESTIC,1,116,104.0,5064,39.96
GADWAL,GADWAL,IEEZA,MALDAKAL,AMARVAI,DOMESTIC,1,719,556.0,40918,258.76
GADWAL,GADWAL,IEEZA,MALDAKAL,BIJJARAM,DOMESTIC,1,771,590.0,39307,274.11
GADWAL,GADWAL,IEEZA,MALDAKAL,BURDHIPAD (GDL),DOMESTIC,1,91,78.0,4397,21.98
GADWAL,GADWAL,IEEZA,MALDAKAL,CHERLAGARLAPAD,DOMESTIC,1,168,139.0,8102,55.76
GADWAL,GADWAL,IEEZA,MALDAKAL,CHIPPADODDY,DOMESTIC,1,30,25.0,1121,12.26
GADWAL,GADWAL,IEEZA,MALDAKAL,DASARPALLY,DOMESTIC,1,255,226.0,12641,69.1
GADWAL,GADWAL,GADWAL,KT DODDI,MAILAGADDA,DOMESTIC,1,113,96.0,5012,47.72
GADWAL,GADWAL,GADWAL,KT DODDI,MELLAPOOR,DOMESTIC,1,292,271.0,9522,80.6
GADWAL,GADWAL,GADWAL,KT DODDI,MUSAL DODDI,DOMESTIC,1,19,15.0,748,8.3
GADWAL,GADWAL,GADWAL,KT DODDI,NANDINNE,DOMESTIC,1,738,576.0,36239,254.35
GADWAL,GADWAL,GADWAL,KT DODDI,PAGUNTA,DOMESTIC,1,260,215.0,10707,93.76
GADWAL,GADWAL,GADWAL,KT DODDI,PUJARI THANDA,DOMESTIC,1,60,60.0,2251,15.16
GADWAL,GADWAL,GADWAL,KT DODDI,PURANA PALEM,DOMESTIC,1,457,386.0,24381,145.8
GADWAL,GADWAL,IEEZA,MALDAKAL,ELKUR,DOMESTIC,1,1003,774.0,51405,409.24
GADWAL,GADWAL,IEEZA,MALDAKAL,KURTHIRAVAL,DOMESTIC,1,351,292.0,19040,121.68
GADWAL,GADWAL,IEEZA,MALDAKAL,MADDELABANDA,DOMESTIC,1,676,570.0,25603,222.17
GADWAL,GADWAL,IEEZA,MALDAKAL,MADDELABANDA TANDA,DOMESTIC,1,216,159.0,5673,52.92
GADWAL,GADWAL,IEEZA,MALDAKAL,MALDAKAL,DOMESTIC,1,1760,1339.0,91832,819.84
GADWAL,GADWAL,IEEZA,MALDAKAL,MALLAMDODDY,DOMESTIC,1,502,435.0,24733,163.52
GADWAL,GADWAL,IEEZA,MALDAKAL,MANGAM PET,DOMESTIC,1,100,81.0,3864,41.6
GADWAL,GADWAL,GADWAL,KT DODDI,RANGAPUR,DOMESTIC,1,56,42.0,1068,21.2
GADWAL,GADWAL,GADWAL,KT DODDI,SIDDONI PALLY,DOMESTIC,1,23,23.0,510,7.04
GADWAL,GADWAL,GADWAL,KT DODDI,SOMPUR,DOMESTIC,1,107,99.0,4938,35.9
GADWAL,GADWAL,GADWAL,KT DODDI,SULTANPUR,DOMESTIC,1,106,83.0,5066,29.34
GADWAL,GADWAL,GADWAL,KT DODDI,UMITHYAL,DOMESTIC,1,190,153.0,5763,65.56
GADWAL,GADWAL,GADWAL,KT DODDI,VENKATAPUR (GDL),DOMESTIC,1,234,207.0,8718,84.07
GADWAL,GADWAL,GADWAL,KT DODDI,YERSANDODDY,DOMESTIC,1,131,113.0,5969,38.36
GADWAL,GADWAL,IEEZA,GATTU,ALLOR,DOMESTIC,1,818,590.0,25619,224.52
GADWAL,GADWAL,IEEZA,MALDAKAL,MEYAKAL SUMPALLY,DOMESTIC,1,350,299.0,16962,101.14
GADWAL,GADWAL,IEEZA,MALDAKAL,NAGARDODDI,DOMESTIC,1,386,332.0,21342,149.61
GADWAL,GADWAL,IEEZA,MALDAKAL,NEELA PALLY,DOMESTIC,1,330,243.0,11718,119.92
GADWAL,GADWAL,IEEZA,MALDAKAL,NETHORI PALLY,DOMESTIC,1,201,171.0,7967,66.28
GADWAL,GADWAL,IEEZA,MALDAKAL,PALVAI,DOMESTIC,1,780,639.0,43563,264.94
GADWAL,GADWAL,IEEZA,MALDAKAL,PAVANPALLY,DOMESTIC,1,117,94.0,5127,45.36
GADWAL,GADWAL,IEEZA,GATTU,ANANTHAM PALLY,DOMESTIC,1,176,156.0,-4479,66.12
GADWAL,GADWAL,IEEZA,GATTU,ARAGIDDA,DOMESTIC,1,802,630.0,26918,218.21
GADWAL,GADWAL,IEEZA,GATTU,BALGERA,DOMESTIC,1,481,292.0,11189,219.42
GADWAL,GADWAL,IEEZA,GATTU,BASWAPUR,DOMESTIC,1,90,48.0,2171,36.68
GADWAL,GADWAL,IEEZA,GATTU,BINGIDODDI THANDA,DOMESTIC,1,36,36.0,1585,10.16
GADWAL,GADWAL,IEEZA,GATTU,BOYALAGUDEM,DOMESTIC,1,370,265.0,8547,110.62
GADWAL,GADWAL,IEEZA,GATTU,CHAGADINNE,DOMESTIC,1,310,205.0,4431,121.68
GADWAL,GADWAL,IEEZA,MALDAKAL,PEDDADODDI,DOMESTIC,1,303,247.0,14670,98.12
GADWAL,GADWAL,IEEZA,MALDAKAL,PEDDAPALLY,DOMESTIC,1,185,145.0,11387,85.56
GADWAL,GADWAL,IEEZA,MALDAKAL,SADDALON PALLY,DOMESTIC,1,264,219.0,13226,122.66
GADWAL,GADWAL,IEEZA,MALDAKAL,SHESHAMPALLY,DOMESTIC,1,137,111.0,8922,49.79
GADWAL,GADWAL,IEEZA,MALDAKAL,TATIKUNTA,DOMESTIC,1,539,466.0,28308,165.72
GADWAL,GADWAL,IEEZA,MALDAKAL,ULGAPALLY,DOMESTIC,1,235,202.0,12144,96.1
GADWAL,GADWAL,IEEZA,MALDAKAL,VITTALAPUR,DOMESTIC,1,483,410.0,25332,164.02
GADWAL,GADWAL,IEEZA,GATTU,CHANANIPALLY,DOMESTIC,1,55,11.0,136,20.16
GADWAL,GADWAL,IEEZA,GATTU,CHEMAN KAHAN DODDI,DOMESTIC,1,107,90.0,3783,40.36
GADWAL,GADWAL,IEEZA,GATTU,GANGAMAN DODDY,DOMESTIC,1,69,57.0,3000,33.24
